-76,-67,-87,-71,-91,-87,-85,1
-86,-68,-87,-71,-91,-87,-85,1
-74,-68,-78,-72,-91,-87,-85,1
-74,-60,-78,-72,-91,-87,-85,1
-72,-64,-78,-70,-85,-87,-85,1
-75,-64,-78,-65,-85,-87,-85,1
-85,-62,-78,-65,-85,-87,-85,1
-81,-62,-78,-67,-85,-88,-85,1
-80,-62,-78,-61,-85,-88,-85,1
-86,-62,-78,-71,-85,-88,-85,1
-86,-62,-78,-71,-85,-88,-85,1
-86,-70,-78,-69,-89,-88,-85,1
-77,-70,-78,-67,-89,-88,-92,1
-82,-70,-78,-68,-89,-88,-92,1
-80,-70,-78,-66,-89,-88,-91,1
-86,-70,-78,-82,-89,-88,-91,1
-88,-70,-78,-68,-89,-88,-91,1
-83,-81,-78,-69,-89,-88,-91,1
-84,-70,-78,-69,-89,-88,-91,1
-84,-70,-78,-66,-89,-88,-91,1
-88,-70,-78,-75,-89,-88,-91,1
-86,-70,-78,-75,-89,-88,-91,1
-80,-67,-78,-78,-89,-88,-91,1
-80,-67,-78,-68,-89,-88,-91,1
-78,-67,-78,-71,-89,-88,-91,1
-85,-71,-78,-71,-89,-88,-91,1
-83,-71,-78,-62,-89,-88,-91,1
-78,-61,-78,-56,-89,-88,-91,1
-82,-61,-78,-66,-89,-88,-91,1
-80,-61,-78,-69,-89,-88,-91,1
-76,-67,-78,-69,-89,-88,-91,1
-76,-67,-78,-74,-89,-88,-91,1
-63,-33,-78,-74,-77,-88,-91,1
-61,-33,-73,-77,-77,-88,-79,1
-69,-51,-73,-77,-81,-77,-79,1
-76,-51,-87,-78,-81,-77,-92,1
-72,-51,-87,-77,-88,-77,-92,1
-85,-62,-87,-73,-88,-77,-92,1
-74,-62,-87,-74,-88,-77,-92,1
-74,-64,-87,-74,-88,-77,-92,1
-73,-64,-87,-72,-88,-77,-92,1
-75,-63,-87,-66,-88,-77,-92,1
-71,-63,-87,-71,-88,-77,-92,1
-77,-63,-87,-64,-88,-77,-92,1
-77,-64,-87,-60,-88,-77,-92,1
-80,-64,-87,-60,-88,-77,-92,1
-82,-64,-87,-65,-88,-77,-92,1
-84,-64,-87,-74,-88,-77,-92,1
-79,-65,-87,-70,-88,-77,-92,1
-80,-65,-87,-61,-88,-77,-92,1
-80,-65,-87,-67,-88,-77,-92,1
-83,-65,-87,-64,-88,-77,-92,1
-86,-65,-87,-62,-88,-77,-92,1
-87,-64,-87,-69,-88,-77,-92,1
-87,-64,-87,-68,-88,-77,-92,1
-83,-61,-87,-65,-88,-77,-92,1
-87,-61,-87,-70,-88,-77,-92,1
-80,-61,-87,-63,-88,-77,-92,1
-82,-68,-87,-69,-88,-77,-92,1
-79,-68,-87,-80,-88,-77,-92,1
-80,-67,-87,-67,-88,-77,-92,1
-85,-67,-87,-70,-88,-77,-92,1
-82,-73,-87,-69,-88,-77,-92,1
-90,-73,-87,-74,-88,-77,-92,1
-91,-73,-87,-79,-88,-77,-92,1
-87,-70,-87,-74,-88,-77,-92,1
-86,-70,-87,-71,-88,-77,-92,1
-92,-70,-87,-72,-88,-77,-92,1
-93,-70,-87,-70,-88,-77,-92,1
-89,-70,-87,-68,-88,-77,-92,1
-84,-70,-87,-66,-88,-77,-92,1
-83,-70,-87,-76,-88,-77,-92,1
-87,-70,-87,-73,-88,-77,-92,1
-80,-70,-87,-70,-88,-77,-92,1
-86,-70,-87,-79,-88,-77,-92,1
-74,-70,-87,-77,-90,-77,-92,1
-74,-66,-87,-59,-90,-77,-92,1
-77,-66,-87,-73,-85,-77,-92,1
-77,-66,-87,-73,-85,-77,-92,1
-78,-62,-87,-73,-85,-77,-92,1
