-66,-30,-72,-59,-70,-70,-69,2
-56,-30,-72,-56,-70,-70,-69,2
-56,-30,-72,-57,-70,-70,-69,2
-59,-30,-72,-57,-79,-76,-69,2
-50,-30,-74,-60,-79,-74,-69,2
-52,-30,-68,-41,-79,-74,-69,2
-40,-30,-68,-61,-69,-71,-69,2
-55,-56,-68,-65,-70,-71,-69,2
-61,-56,-68,-62,-74,-71,-69,2
-64,-32,-68,-58,-79,-71,-79,2
-65,-32,-75,-69,-79,-71,-79,2
-62,-30,-75,-71,-79,-71,-79,2
-60,-30,-75,-69,-73,-74,-79,2
-53,-30,-75,-54,-73,-69,-79,2
-55,-43,-69,-55,-69,-69,-79,2
-46,-43,-69,-65,-69,-69,-69,2
-60,-27,-68,-65,-69,-69,-69,2
-66,-27,-78,-62,-72,-70,-69,2
-58,-52,-73,-59,-72,-70,-69,2
-54,-52,-73,-66,-77,-75,-69,2
-58,-52,-69,-66,-77,-75,-69,2
-51,-41,-72,-65,-66,-66,-69,2
-50,-41,-72,-67,-66,-70,-71,2
-41,-37,-74,-70,-69,-70,-71,2
-46,-37,-74,-65,-69,-70,-73,2
-45,-37,-73,-68,-71,-70,-73,2
-48,-37,-69,-64,-71,-73,-73,2
-46,-37,-71,-62,-68,-73,-73,2
-45,-32,-73,-66,-62,-73,-73,2
-56,-32,-75,-56,-62,-65,-65,2
-43,-44,-66,-61,-67,-65,-65,2
-41,-44,-70,-62,-67,-64,-63,2
-55,-49,-65,-66,-64,-64,-63,2
-64,-41,-71,-67,-64,-69,-63,2
-59,-41,-67,-66,-63,-69,-63,2
-58,-58,-68,-61,-71,-69,-63,2
-63,-58,-68,-59,-71,-69,-69,2
-58,-33,-70,-66,-73,-74,-69,2
-61,-33,-72,-63,-73,-74,-69,2
-61,-28,-72,-69,-70,-76,-69,2
-65,-32,-73,-70,-70,-73,-71,2
-61,-32,-71,-63,-70,-73,-71,2
-60,-28,-69,-60,-73,-73,-74,2
-60,-28,-71,-59,-70,-73,-70,2
-66,-41,-71,-60,-71,-73,-70,2
-60,-41,-71,-64,-71,-73,-65,2
-64,-63,-81,-64,-75,-76,-65,2
-53,-39,-70,-64,-75,-71,-71,2
-53,-39,-71,-63,-73,-71,-71,2
-59,-29,-76,-66,-73,-77,-74,2
-52,-29,-73,-69,-71,-77,-74,2
-65,-37,-78,-54,-74,-73,-74,2
-62,-37,-78,-64,-74,-73,-79,2
-64,-50,-81,-68,-76,-73,-79,2
-59,-50,-73,-59,-76,-73,-71,2
-64,-50,-74,-61,-74,-72,-71,2
-56,-56,-74,-56,-74,-70,-69,2
-60,-56,-74,-56,-75,-70,-69,2
-57,-56,-81,-57,-75,-70,-77,2
-57,-56,-78,-58,-70,-70,-77,2
-57,-52,-78,-61,-74,-75,-75,2
-61,-52,-78,-56,-74,-75,-76,2
-60,-52,-78,-60,-70,-69,-76,2
-54,-52,-78,-66,-70,-69,-75,2
-59,-52,-78,-60,-70,-71,-75,2
-60,-55,-78,-67,-70,-70,-72,2
-63,-55,-78,-69,-70,-70,-72,2
-54,-55,-78,-68,-70,-77,-76,2
-61,-59,-78,-61,-69,-77,-69,2
-65,-59,-78,-64,-68,-66,-69,2
-61,-57,-78,-65,-68,-66,-71,2
-67,-57,-78,-63,-68,-66,-71,2
-65,-57,-78,-69,-68,-73,-71,2
-64,-57,-78,-68,-68,-73,-71,2
-62,-57,-78,-69,-68,-76,-77,2
-59,-39,-78,-65,-75,-76,-77,2
-57,-39,-78,-67,-70,-70,-68,2
-53,-48,-78,-59,-70,-70,-69,2
-60,-48,-78,-57,-76,-76,-69,2
-56,-52,-78,-64,-76,-76,-69,2
-60,-53,-78,-60,-65,-67,-69,2
-61,-53,-78,-61,-65,-69,-72,2
-67,-53,-78,-60,-67,-69,-72,2
-63,-53,-78,-61,-67,-69,-70,2
-55,-53,-78,-58,-72,-69,-71,2
-61,-53,-78,-60,-79,-79,-71,2
-66,-53,-78,-64,-79,-79,-71,2
-61,-56,-78,-66,-74,-79,-71,2
-61,-56,-78,-62,-74,-79,-75,2
-62,-55,-78,-69,-71,-79,-75,2
-64,-55,-78,-68,-71,-72,-72,2
-66,-55,-78,-68,-73,-72,-72,2
-62,-55,-78,-68,-73,-74,-72,2
