-61,-38,-69,-76,-74,-78,-79,5
-58,-38,-65,-76,-74,-81,-79,5
-61,-38,-77,-76,-77,-81,-79,5
-58,-38,-77,-76,-77,-81,-79,5
-61,-42,-77,-76,-77,-81,-79,5
-66,-42,-77,-76,-77,-91,-79,5
-59,-42,-75,-76,-77,-91,-79,5
-61,-42,-75,-83,-77,-91,-79,5
-74,-42,-75,-83,-77,-91,-79,5
-71,-42,-77,-83,-77,-91,-79,5
-71,-42,-77,-83,-77,-91,-79,5
-65,-33,-78,-83,-83,-91,-79,5
-65,-33,-78,-83,-83,-84,-79,5
-72,-33,-80,-83,-83,-84,-79,5
-67,-33,-80,-83,-83,-75,-79,5
-66,-47,-80,-83,-83,-75,-78,5
-68,-47,-83,-83,-83,-80,-78,5
-63,-50,-83,-83,-83,-80,-82,5
-74,-50,-73,-83,-82,-80,-82,5
-69,-50,-77,-83,-82,-80,-85,5
-67,-31,-79,-85,-82,-80,-85,5
-68,-31,-75,-80,-82,-80,-84,5
-67,-31,-75,-85,-81,-80,-84,5
-63,-31,-83,-87,-81,-84,-84,5
-64,-31,-78,-87,-81,-84,-84,5
-68,-31,-79,-87,-84,-85,-84,5
-68,-31,-79,-79,-84,-85,-84,5
-62,-31,-66,-79,-84,-69,-84,5
-63,-31,-78,-79,-84,-69,-84,5
-69,-31,-78,-82,-84,-69,-84,5
-70,-31,-83,-82,-84,-69,-85,5
-65,-31,-83,-82,-84,-69,-85,5
-68,-31,-83,-82,-84,-83,-85,5
-73,-29,-83,-82,-84,-83,-75,5
-73,-48,-80,-82,-84,-83,-75,5
-66,-48,-77,-84,-84,-83,-86,5
-68,-39,-77,-79,-84,-83,-86,5
-70,-39,-73,-70,-84,-83,-86,5
-61,-52,-73,-70,-84,-83,-86,5
-61,-52,-75,-85,-84,-80,-82,5
-71,-52,-75,-85,-71,-80,-71,5
-64,-38,-73,-85,-71,-73,-73,5
-62,-38,-80,-86,-76,-73,-73,5
-57,-51,-76,-73,-75,-75,-76,5
-52,-51,-72,-73,-75,-75,-75,5
-63,-51,-74,-73,-76,-75,-75,5
-65,-51,-70,-74,-76,-75,-75,5
-69,-23,-76,-76,-80,-75,-75,5
-64,-29,-71,-76,-80,-75,-74,5
-63,-29,-71,-76,-82,-75,-74,5
-61,-33,-71,-87,-82,-85,-81,5
-67,-33,-70,-87,-79,-85,-81,5
-68,-27,-70,-87,-79,-81,-84,5
-66,-27,-70,-90,-79,-81,-78,5
-68,-23,-70,-90,-81,-75,-78,5
-63,-30,-73,-90,-81,-75,-83,5
-67,-30,-73,-90,-81,-75,-83,5
-58,-21,-73,-90,-81,-75,-75,5
-66,-21,-70,-90,-80,-75,-75,5
-69,-28,-70,-79,-80,-75,-79,5
-58,-28,-70,-79,-67,-75,-69,5
-63,-28,-70,-77,-75,-72,-69,5
-59,-28,-70,-77,-75,-72,-69,5
-59,-28,-70,-82,-74,-73,-69,5
-53,-30,-68,-82,-74,-73,-69,5
-60,-30,-67,-78,-74,-73,-69,5
-66,-33,-71,-78,-74,-73,-69,5
-58,-33,-69,-76,-74,-73,-69,5
-64,-39,-69,-76,-74,-71,-71,5
-64,-39,-69,-74,-76,-71,-71,5
-69,-34,-69,-86,-76,-78,-76,5
-62,-49,-67,-77,-76,-78,-73,5
-55,-49,-67,-69,-76,-78,-73,5
-52,-58,-67,-69,-76,-78,-71,5
-52,-58,-71,-68,-76,-78,-71,5
-66,-49,-71,-68,-76,-78,-76,5
-62,-49,-80,-80,-76,-78,-76,5
-68,-49,-80,-80,-76,-78,-76,5
-72,-28,-82,-80,-79,-78,-76,5
-71,-28,-82,-80,-79,-78,-85,5
-69,-49,-82,-80,-79,-78,-85,5
-62,-49,-82,-80,-76,-75,-85,5
-68,-50,-82,-80,-76,-75,-84,5
-67,-50,-80,-80,-78,-75,-84,5
-71,-50,-80,-80,-78,-75,-79,5
-66,-29,-80,-80,-78,-75,-79,5
-61,-29,-74,-80,-78,-75,-80,5
-63,-26,-71,-83,-84,-75,-80,5
-68,-26,-71,-83,-78,-75,-80,5
-72,-32,-71,-83,-78,-75,-80,5
-69,-32,-71,-83,-78,-75,-80,5
-67,-50,-71,-83,-78,-75,-86,5
-71,-41,-71,-83,-88,-75,-86,5
